company,date,year,month,close,Ratio,phan_ung,price_change_pct,sentiment_ratio_change_pct,price_idx,ratio_idx
VCS,2020-07-01,2020,7,37389.0,3.2176470588235295,None,,,88.11925524393118,100.0
VCS,2020-08-01,2020,8,42245.0,3.2176470588235295,None,,,99.56398774452039,100.0
VCS,2020-09-01,2020,9,48698.0,3.2176470588235295,None,,,114.77256658024982,100.0
VCS,2020-10-01,2020,10,48100.0,3.2176470588235295,None,,,113.3631864246995,100.0
VCS,2020-11-01,2020,11,52890.0,3.2176470588235295,None,,,124.65236860711761,100.0
VCS,2020-12-01,2020,12,59488.0,3.2176470588235295,None,,,140.20268677822295,100.0
VCS,2021-01-01,2021,1,51165.0,3.3106508875739644,None,39.07,2.89,120.58684892764553,102.8904297783499
VCS,2021-02-01,2021,2,58806.0,3.3106508875739644,None,39.07,2.89,138.59533349045486,102.8904297783499
VCS,2021-03-01,2021,3,66310.0,3.3106508875739644,None,39.07,2.89,156.28093330190902,102.8904297783499
VCS,2021-04-01,2021,4,61398.0,3.3106508875739644,None,39.07,2.89,144.70421871317464,102.8904297783499
VCS,2021-05-01,2021,5,65491.0,3.3106508875739644,None,39.07,2.89,154.35069526278576,102.8904297783499
VCS,2021-06-01,2021,6,75630.0,3.3106508875739644,None,39.07,2.89,178.24652368607116,102.8904297783499
VCS,2021-07-01,2021,7,82512.0,3.3106508875739644,None,39.07,2.89,194.4661795899128,102.8904297783499
VCS,2021-08-01,2021,8,84458.0,3.3106508875739644,None,39.07,2.89,199.05255715295783,102.8904297783499
VCS,2021-09-01,2021,9,89602.0,3.3106508875739644,None,39.07,2.89,211.17605467829367,102.8904297783499
VCS,2021-10-01,2021,10,89185.0,3.3106508875739644,None,39.07,2.89,210.19325948621258,102.8904297783499
VCS,2021-11-01,2021,11,84041.0,3.3106508875739644,None,39.07,2.89,198.06976196087675,102.8904297783499
VCS,2021-12-01,2021,12,82728.0,3.3106508875739644,None,39.07,2.89,194.9752533584728,102.8904297783499
VCS,2022-01-01,2022,1,73677.0,3.6707317073170733,None,-47.46,10.88,173.643648362008,114.08124136085969
VCS,2022-02-01,2022,2,75940.0,3.6707317073170733,None,-47.46,10.88,178.97713881687486,114.08124136085969
VCS,2022-03-01,2022,3,83082.0,3.6707317073170733,None,-47.46,10.88,195.80956870139053,114.08124136085969
VCS,2022-04-01,2022,4,72263.0,3.6707317073170733,None,-47.46,10.88,170.31110063634222,114.08124136085969
VCS,2022-05-01,2022,5,65758.0,3.6707317073170733,None,-47.46,10.88,154.97996700447797,114.08124136085969
VCS,2022-06-01,2022,6,54368.0,3.6707317073170733,None,-47.46,10.88,128.13575300494932,114.08124136085969
VCS,2022-07-01,2022,7,53272.0,3.6707317073170733,None,-47.46,10.88,125.55267499410793,114.08124136085969
VCS,2022-08-01,2022,8,55683.0,3.6707317073170733,None,-47.46,10.88,131.23497525335847,114.08124136085969
VCS,2022-09-01,2022,9,47937.0,3.6707317073170733,None,-47.46,10.88,112.97902427527693,114.08124136085969
VCS,2022-10-01,2022,10,37049.0,3.6707317073170733,None,-47.46,10.88,87.31793542304973,114.08124136085969
VCS,2022-11-01,2022,11,38438.0,3.6707317073170733,None,-47.46,10.88,90.59156257365072,114.08124136085969
VCS,2022-12-01,2022,12,43463.0,3.6707317073170733,None,-47.46,10.88,102.43459816167805,114.08124136085969
VCS,2023-01-01,2023,1,42999.0,3.196629213483146,None,4.77,-12.92,101.34103228847513,99.34679456894602
VCS,2023-02-01,2023,2,38668.0,3.196629213483146,None,4.77,-12.92,91.133631864247,99.34679456894602
VCS,2023-03-01,2023,3,38978.0,3.196629213483146,None,4.77,-12.92,91.86424699505066,99.34679456894602
VCS,2023-04-01,2023,4,38978.0,3.196629213483146,None,4.77,-12.92,91.86424699505066,99.34679456894602
VCS,2023-05-01,2023,5,44005.0,3.196629213483146,None,4.77,-12.92,103.7119962290832,99.34679456894602
VCS,2023-06-01,2023,6,48355.0,3.196629213483146,None,4.77,-12.92,113.9641762903606,99.34679456894602
VCS,2023-07-01,2023,7,50433.0,3.196629213483146,None,4.77,-12.92,118.86165448974782,99.34679456894602
VCS,2023-08-01,2023,8,53950.0,3.196629213483146,None,4.77,-12.92,127.15060098986567,99.34679456894602
VCS,2023-09-01,2023,9,51153.0,3.196629213483146,None,4.77,-12.92,120.55856705161443,99.34679456894602
VCS,2023-10-01,2023,10,40203.0,3.196629213483146,None,4.77,-12.92,94.75135517322649,99.34679456894602
VCS,2023-11-01,2023,11,46197.0,3.196629213483146,None,4.77,-12.92,108.87815225076596,99.34679456894602
VCS,2023-12-01,2023,12,45535.0,3.196629213483146,None,4.77,-12.92,107.31793542304973,99.34679456894602
VCS,2024-01-01,2024,1,48764.0,4.380952380952381,None,22.04,37.05,114.92811689842092,136.1539131191782
